address	size	op	xrefs	successors	text
0x4DB5	1	POP	0x4DB4	0x4DB6	4db5: a3           POP     HL
0x4DB6	4	SHLD	0x4DB5	0x4DBA	4db6: 70 3e 8b ef  SHLD    $EF8B
0x4DBA	1	JR	0x4DB6	0x4DBF	4dba: c4        JR      $4DBF
0x4DBB	3	ANIW	0x4D71 0x4D7C 0x4D85	0x4DBE	4dbb: 05 0d df  ANIW    VV:0D,$DF
0x4DBE	1	CALT	0x4DBB	0x00B6 0x4DBF	4dbe: 9b        CALT    ($00B6)
0x4DBF	1	POP	0x4D37 0x4DBA 0x4DBE	0x4DC0	4dbf: a0        POP     VA
0x4DC0	2	ONI	0x4DBF	0x4DC2 0x4DC5	4dc0: 47 01     ONI     A,$01
0x4DC2	3	ONIW	0x4DC0	0x4DC5 0x4DC7	4dc2: 45 0e 01  ONIW    VV:0E,$01
0x4DC5	2	JRE	0x4DC0 0x4DC2	0x4CE3 0x4DC7	4dc5: 4f 1c     JRE     $4CE3
0x4DC7	2	JRE	0x4DC2 0x4DC5	0x4CD1 0x4DC9	4dc7: 4f 08     JRE     $4CD1
0x4DC9	3	CALL	0x4D05 0x4DC7	0x4DCC 0x4F24	4dc9: 40 24 4f  CALL    $4F24
0x4DCC	3	OFFIW	0x4DC9	0x4DCF 0x4DD0	4dcc: 55 0e 02  OFFIW   VV:0E,$02
0x4DCF	1	JR	0x4DCC	0x4DD8	4dcf: c8        JR      $4DD8
0x4DD0	3	OFFIW	0x4DCC	0x4DD3 0x4DD4	4dd0: 55 8a 80  OFFIW   VV:8A,$80
0x4DD3	1	JR	0x4DD0	0x4DDD	4dd3: c9        JR      $4DDD
0x4DD4	3	ONIW	0x4DD0	0x4DD7 0x4DD8	4dd4: 45 0e 01  ONIW    VV:0E,$01
0x4DD7	1	JR	0x4DD4	0x4DE3	4dd7: cb        JR      $4DE3
0x4DD8	3	CALL	0x4DCF 0x4DD4	0x4DDB 0x4E98	4dd8: 40 98 4e  CALL    $4E98
0x4DDB	2	JRE	0x4DD8	0x4CE3 0x4DDD	4ddb: 4f 06     JRE     $4CE3
0x4DDD	3	CALL	0x4DD3 0x4DDB	0x4DE0 0x4E66	4ddd: 40 66 4e  CALL    $4E66
0x4DE0	3	ANIW	0x4DDD	0x4DE3	4de0: 05 8a fd  ANIW    VV:8A,$FD
0x4DE3	3	ANIW	0x4DD7 0x4DE0	0x4DE6	4de3: 05 0d 7f  ANIW    VV:0D,$7F
0x4DE6	2	JRE	0x4DE3	0x4DE8	4de6: 4e 00     JRE     $4DE8
0x4DE8	3	OFFIW	0x4DE6	0x4DEB 0x4DEC	4de8: 55 0c 0b  OFFIW   VV:0C,$0B
0x4DEB	1	RET	0x4DE8		4deb: b8           RET
0x4DEC	3	ANI	0x4DE8	0x4DEF	4dec: 64 0a fb     ANI     PC,$FB
0x4DEF	1	DI	0x4DEC	0x4DF0	4def: ba           DI
0x4DF0	4	MOV	0x4DEF	0x4DF4	4df0: 70 69 01 f0  MOV     A,($F001)
0x4DF4	2	ORI	0x4DF0	0x4DF6	4df4: 17 02        ORI     A,$02
0x4DF6	4	MOV	0x4DF4	0x4DFA	4df6: 70 79 01 f0  MOV     ($F001),A
0x4DFA	1	EI	0x4DF6	0x4DFB	4dfa: aa        EI
0x4DFB	3	OFFIW	0x4DFA	0x4DFE 0x4DFF	4dfb: 55 09 01  OFFIW   VV:09,$01
0x4DFE	1	RET	0x4DFB		4dfe: b8        RET
0x4DFF	3	ONIW	0x4DFB	0x4E02 0x4E03	4dff: 45 09 40  ONIW    VV:09,$40
0x4E02	1	JR	0x4DFF	0x4E07	4e02: c4        JR      $4E07
0x4E03	3	CALL	0x4DFF	0x4E06 0x4EB9	4e03: 40 b9 4e  CALL    $4EB9
0x4E06	1	RET	0x4E03		4e06: b8     RET
0x4E07	2	SKIT	0x4E02	0x4E09 0x4E0A	4e07: 48 43  SKIT    F1
0x4E09	1	JR	0x4E07	0x4E0E	4e09: c4        JR      $4E0E
0x4E0A	2	MVI	0x4E07	0x4E0C	4e0a: 69 ff     MVI     A,$FF
0x4E0C	1	SOFTI	0x4E0A	0x4E0D	4e0c: 72        SOFTI
0x4E0D	1	RET	0x4E0C		4e0d: b8        RET
0x4E0E	1	DI	0x4E09	0x4E0F	4e0e: ba        DI
0x4E0F	3	LXI	0x4E0E	0x4E12	4e0f: 34 01 f0  LXI     HL,$F001
0x4E12	1	LDAX	0x4E0F	0x4E13	4e12: 2b     LDAX    (HL)
0x4E13	2	ANI	0x4E12	0x4E15	4e13: 07 fb  ANI     A,$FB
0x4E15	1	STAX	0x4E13	0x4E16	4e15: 3b     STAX    (HL)
0x4E16	1	NOP	0x4E15	0x4E17	4e16: 00     NOP
0x4E17	1	NOP	0x4E16	0x4E18	4e17: 00     NOP
0x4E18	2	ANI	0x4E17	0x4E1A	4e18: 07 f7  ANI     A,$F7
0x4E1A	1	STAX	0x4E18	0x4E1B	4e1a: 3b        STAX    (HL)
0x4E1B	1	NOP	0x4E1A	0x4E1C	4e1b: 00        NOP
0x4E1C	2	ORI	0x4E1B	0x4E1E	4e1c: 17 04     ORI     A,$04
0x4E1E	1	STAX	0x4E1C	0x4E1F	4e1e: 3b        STAX    (HL)
0x4E1F	1	EI	0x4E1E	0x4E20	4e1f: aa        EI
0x4E20	3	ANI	0x4E1F	0x4E23	4e20: 64 0f f7  ANI     MKL,$F7
0x4E23	1	RET	0x4E20		4e23: b8        RET
0x4E24	3	OFFIW		0x4E27 0x4E28	4e24: 55 0c 0b  OFFIW   VV:0C,$0B
0x4E27	1	RET	0x4E24		4e27: b8        RET
0x4E28	3	ORI	0x4E24 0x74D3	0x4E2B	4e28: 64 1a 04  ORI     PC,$04
0x4E2B	3	ONIW	0x4E28	0x4E2E 0x4E2F	4e2b: 45 09 40  ONIW    VV:09,$40
0x4E2E	1	JR	0x4E2B	0x4E33	4e2e: c4        JR      $4E33
0x4E2F	3	CALL	0x4E2B	0x4E32 0x4ECF	4e2f: 40 cf 4e  CALL    $4ECF
0x4E32	1	JR	0x4E2F	0x4E36	4e32: c3           JR      $4E36
0x4E33	3	ORI	0x4E2E	0x4E36	4e33: 64 1f 08     ORI     MKL,$08
0x4E36	1	DI	0x4E32 0x4E33	0x4E37	4e36: ba           DI
0x4E37	4	MOV	0x4E36	0x4E3B	4e37: 70 69 01 f0  MOV     A,($F001)
0x4E3B	2	ANI	0x4E37	0x4E3D	4e3b: 07 fd        ANI     A,$FD
0x4E3D	3	ONIW	0x4E3B	0x4E40 0x4E42	4e3d: 45 09 40     ONIW    VV:09,$40
0x4E40	2	ORI	0x4E3D	0x4E42	4e40: 17 08        ORI     A,$08
0x4E42	4	MOV	0x4E3D 0x4E40	0x4E46	4e42: 70 79 01 f0  MOV     ($F001),A
0x4E46	1	EI	0x4E42	0x4E47	4e46: aa           EI
0x4E47	1	RET	0x4E46		4e47: b8           RET
0x4E48	3	OFFI	0x0361 0x0A25 0x4CEA 0x4CF3	0x4E4B 0x4E4D	4e48: 64 58 10     OFFI    PA,$10
0x4E4B	2	JRE	0x4E48	0x4E4D 0x4E80	4e4b: 4e 33        JRE     $4E80
0x4E4D	4	LHLD	0x4E48 0x4E4B 0x4E8B	0x4E51	4e4d: 70 3f 3c ee  LHLD    $EE3C
0x4E51	1	DMOV	0x4E4D	0x4E52	4e51: a7        DMOV    EA,HL
0x4E52	2	DOFF	0x4E51	0x4E54 0x4E55	4e52: 74 df     DOFF    EA,HL
0x4E54	1	RET	0x4E52		4e54: b8        RET
0x4E55	3	ORIW	0x4E52	0x4E58	4e55: 15 0e 01  ORIW    VV:0E,$01
0x4E58	3	OFFIW	0x4E55	0x4E5B 0x4E5E	4e58: 55 8a 80  OFFIW   VV:8A,$80
0x4E5B	3	OFFIW	0x4E58	0x4E5E 0x4E5F	4e5b: 55 8a 02  OFFIW   VV:8A,$02
0x4E5E	1	JR	0x4E58 0x4E5B	0x4E73	4e5e: d4        JR      $4E73
0x4E5F	1	JR	0x4E5B	0x4E66	4e5f: c6        JR      $4E66
0x4E60	3	ANIW	0x4E83 0x4E8D	0x4E63	4e60: 05 8a fd     ANIW    VV:8A,$FD
0x4E63	3	ANIW	0x4E60	0x4E66	4e63: 05 0e fe     ANIW    VV:0E,$FE
0x4E66	1	DI	0x4DDD 0x4E5F 0x4E63	0x4E67	4e66: ba           DI
0x4E67	4	MOV	0x4E66	0x4E6B	4e67: 70 69 01 f0  MOV     A,($F001)
0x4E6B	2	ANI	0x4E67	0x4E6D	4e6b: 07 fe        ANI     A,$FE
0x4E6D	4	MOV	0x4E6B	0x4E71	4e6d: 70 79 01 f0  MOV     ($F001),A
0x4E71	1	EI	0x4E6D	0x4E72	4e71: aa           EI
0x4E72	1	RET	0x4E71		4e72: b8           RET
0x4E73	1	DI	0x4E5E	0x4E74	4e73: ba           DI
0x4E74	4	MOV	0x4E73	0x4E78	4e74: 70 69 01 f0  MOV     A,($F001)
0x4E78	2	ORI	0x4E74	0x4E7A	4e78: 17 01        ORI     A,$01
0x4E7A	4	MOV	0x4E78	0x4E7E	4e7a: 70 79 01 f0  MOV     ($F001),A
0x4E7E	1	EI	0x4E7A	0x4E7F	4e7e: aa        EI
0x4E7F	1	RET	0x4E7E		4e7f: b8        RET
0x4E80	3	ONIW	0x4E4B	0x4E83 0x4E85	4e80: 45 0e 01  ONIW    VV:0E,$01
0x4E83	2	JRE	0x4E80	0x4E60 0x4E85	4e83: 4f db     JRE     $4E60
0x4E85	3	CALL	0x4E80 0x4E83	0x4E88 0x4F2F	4e85: 40 2f 4f  CALL    $4F2F
0x4E88	3	ONI	0x4E85	0x4E8B 0x4E8D	4e88: 64 48 10  ONI     PA,$10
0x4E8B	2	JRE	0x4E88	0x4E4D 0x4E8D	4e8b: 4f c0     JRE     $4E4D
0x4E8D	2	JRE	0x4E88 0x4E8B	0x4E60 0x4E8F	4e8d: 4f d1     JRE     $4E60
0x4E8F	1	RET	0x4C40 0x4CE3 0x4E8D		4e8f: b8        RET
0x4E90	1	PUSH	0x4CE0 0x4E96 0x7A9A	0x4E91	4e90: b0        PUSH    VA
0x4E91	3	CALL	0x4E90	0x4E94 0x4E98	4e91: 40 98 4e  CALL    $4E98
0x4E94	1	POP	0x4E91	0x4E95	4e94: a0        POP     VA
0x4E95	1	DCR	0x4E94	0x4E96 0x4E97	4e95: 51        DCR     A
0x4E96	1	JR	0x4E95	0x4E90	4e96: f9        JR      $4E90
0x4E97	1	RET	0x4E95		4e97: b8        RET
0x4E98	3	LXI	0x4DD8 0x4E91	0x4E9B	4e98: 34 cf 00  LXI     HL,$00CF
0x4E9B	3	LXI	0x4E98 0x7891	0x4E9E	4e9b: 34 e1 04  LXI     HL,$04E1
0x4E9E	1	DMOV	0x4E9B	0x4E9F	4e9e: a7        DMOV    EA,HL
0x4E9F	3	LXI	0x4E9E 0x53F2	0x4EA2	4e9f: 24 ff ff  LXI     DE,$FFFF
0x4EA2	3	ANI	0x4E9F 0x4EB3	0x4EA5	4ea2: 64 08 7f  ANI     PA,$7F
0x4EA5	3	LXI	0x4EA2	0x4EA8	4ea5: 14 0c 00  LXI     BC,$000C
0x4EA8	1	CALT	0x4EA5	0x0090 0x4EA9	4ea8: 88        CALT    ($0090)
0x4EA9	3	ORI	0x4EA8	0x4EAC	4ea9: 64 18 80  ORI     PA,$80
0x4EAC	3	LXI	0x4EA9	0x4EAF	4eac: 14 0c 00  LXI     BC,$000C
0x4EAF	1	CALT	0x4EAC	0x0090 0x4EB0	4eaf: 88        CALT    ($0090)
0x4EB0	1	DCX	0x4EAF	0x4EB1	4eb0: a9        DCX     EA
0x4EB1	2	DOFF	0x4EB0	0x4EB3 0x4EB4	4eb1: 74 de     DOFF    EA,DE
0x4EB3	1	JR	0x4EB1	0x4EA2	4eb3: ee           JR      $4EA2
0x4EB4	3	LXI	0x4EB1	0x4EB7	4eb4: 14 10 27     LXI     BC,$2710
0x4EB7	1	CALT	0x4EB4	0x0090 0x4EB8	4eb7: 88           CALT    ($0090)
0x4EB8	1	RET	0x4EB7		4eb8: b8           RET
0x4EB9	1	DI	0x0A7C 0x4E03	0x4EBA	4eb9: ba           DI
0x4EBA	4	MOV	0x4EB9	0x4EBE	4eba: 70 69 01 f0  MOV     A,($F001)
0x4EBE	2	ANI	0x4EBA	0x4EC0	4ebe: 07 f7        ANI     A,$F7
0x4EC0	4	MOV	0x4EBE	0x4EC4	4ec0: 70 79 01 f0  MOV     ($F001),A
0x4EC4	1	EI	0x4EC0	0x4EC5	4ec4: aa        EI
0x4EC5	3	OFFIW	0x4EC4	0x4EC8 0x4EC9	4ec5: 55 0a 10  OFFIW   VV:0A,$10
0x4EC8	1	RET	0x4EC5		4ec8: b8        RET
0x4EC9	3	ORIW	0x4EC5	0x4ECC	4ec9: 15 0a 10     ORIW    VV:0A,$10
0x4ECC	2	MVI	0x4EC9	0x4ECE	4ecc: 69 11        MVI     A,$11
0x4ECE	1	JR	0x4ECC	0x4EE4	4ece: d5           JR      $4EE4
0x4ECF	1	DI	0x0647 0x4E2F	0x4ED0	4ecf: ba           DI
0x4ED0	4	MOV	0x4ECF	0x4ED4	4ed0: 70 69 01 f0  MOV     A,($F001)
0x4ED4	2	ORI	0x4ED0	0x4ED6	4ed4: 17 08        ORI     A,$08
0x4ED6	4	MOV	0x4ED4	0x4EDA	4ed6: 70 79 01 f0  MOV     ($F001),A
0x4EDA	1	EI	0x4ED6	0x4EDB	4eda: aa        EI
0x4EDB	3	ONIW	0x4EDA	0x4EDE 0x4EDF	4edb: 45 0a 10  ONIW    VV:0A,$10
0x4EDE	1	RET	0x4EDB		4ede: b8        RET
0x4EDF	3	ANIW	0x4EDB	0x4EE2	4edf: 05 0a ef  ANIW    VV:0A,$EF
0x4EE2	2	MVI	0x065B 0x4EDF	0x4EE4	4ee2: 69 13  MVI     A,$13
0x4EE4	2	SKIT	0x4ECE 0x4EE2 0x4EE6	0x4EE6 0x4EE7	4ee4: 48 4a  SKIT    FST
0x4EE6	1	JR	0x4EE4	0x4EE4	4ee6: fd        JR      $4EE4
0x4EE7	2	MOV	0x4EE4	0x4EE9	4ee7: 4d d8     MOV     TXB,A
0x4EE9	1	RET	0x4EE7		4ee9: b8        RET
0x4EEA	2	MVI	0x02AD 0x0A29 0x4D00 0x53FE 0x7821 0x7866 0x78D1	0x4EEC	4eea: 6b 00     MVI     C,$00
0x4EEC	3	CALL	0x4EEA	0x4EEF 0x4EF9	4eec: 40 f9 4e  CALL    $4EF9
0x4EEF	2	ORA	0x4EEC	0x4EF1	4eef: 60 1b     ORA     C,A
0x4EF1	3	CALL	0x4EEF	0x4EF4 0x4F21	4ef1: 40 21 4f  CALL    $4F21
0x4EF4	3	ORI	0x4EF1	0x4EF7	4ef4: 74 1b 04  ORI     C,$04
0x4EF7	1	MOV	0x4EF4	0x4EF8	4ef7: 0b     MOV     A,C
0x4EF8	1	RET	0x4EF7		4ef8: b8     RET
0x4EF9	2	MVI	0x4D6C 0x4D77 0x4DAB 0x4EEC 0x5119 0x7A5E 0x7A64 0x7AA3	0x4EFB	4ef9: 6c 00  MVI     D,$00
0x4EFB	2	MOV	0x4EF9	0x4EFD	4efb: 4c c2  MOV     A,PC
0x4EFD	2	ANI	0x4EFB	0x4EFF	4efd: 07 30  ANI     A,$30
0x4EFF	2	OFFI	0x4EFD	0x4F01 0x4F03	4eff: 57 10  OFFI    A,$10
0x4F01	2	ONI	0x4EFF	0x4F03 0x4F04	4f01: 47 20  ONI     A,$20
0x4F03	1	JR	0x4EFF 0x4F01	0x4F06	4f03: c2        JR      $4F06
0x4F04	2	JRE	0x4F01	0x4F06 0x4F1F	4f04: 4e 19     JRE     $4F1F
0x4F06	1	MOV	0x4F03 0x4F04	0x4F07	4f06: 1d        MOV     E,A
0x4F07	2	MVI	0x4F06	0x4F09	4f07: 6a 00     MVI     B,$00
0x4F09	3	CALL	0x4F07 0x4F14	0x4F0C 0x4F2F	4f09: 40 2f 4f  CALL    $4F2F
0x4F0C	2	MOV	0x4F09	0x4F0E	4f0c: 4c c2  MOV     A,PC
0x4F0E	2	ANI	0x4F0C	0x4F10	4f0e: 07 30  ANI     A,$30
0x4F10	2	EQA	0x4F0E	0x4F12 0x4F13	4f10: 60 7d     EQA     E,A
0x4F12	1	JR	0x4F10	0x4F1F	4f12: cc        JR      $4F1F
0x4F13	1	DCR	0x4F10	0x4F14 0x4F15	4f13: 52        DCR     B
0x4F14	1	JR	0x4F13	0x4F09	4f14: f4        JR      $4F09
0x4F15	2	ONI	0x4F13	0x4F17 0x4F1A	4f15: 47 10     ONI     A,$10
0x4F17	3	ORI	0x4F15	0x4F1A	4f17: 74 1c 02  ORI     D,$02
0x4F1A	2	ONI	0x4F15 0x4F17	0x4F1C 0x4F1F	4f1a: 47 20     ONI     A,$20
0x4F1C	3	ORI	0x4F1A	0x4F1F	4f1c: 74 1c 01  ORI     D,$01
0x4F1F	1	MOV	0x4F04 0x4F12 0x4F1A 0x4F1C	0x4F20	4f1f: 0c        MOV     A,D
0x4F20	1	RET	0x4F1F		4f20: b8        RET
0x4F21	2	SKIT	0x4C68 0x4EF1	0x4F23 0x4F24	4f21: 48 44     SKIT    F2
0x4F23	1	RETS	0x4F21		4f23: b9        RETS
0x4F24	3	ONI	0x0A2F 0x4DC9 0x4F21 0x4F27 0x572F	0x4F27 0x4F28	4f24: 64 4a 08  ONI     PC,$08
0x4F27	1	JR	0x4F24	0x4F24	4f27: fc        JR      $4F24
0x4F28	3	CALL	0x4F24	0x4F2B 0x4F2F	4f28: 40 2f 4f  CALL    $4F2F
0x4F2B	2	SKIT	0x4F28	0x4F2D 0x4F2E	4f2b: 48 44     SKIT    F2
0x4F2D	1	NOP	0x4F2B	0x4F2E	4f2d: 00        NOP
0x4F2E	1	RET	0x4F2B 0x4F2D		4f2e: b8        RET
0x4F2F	1	PUSH	0x02B5 0x4E85 0x4F09 0x4F28 0x513D 0x5184 0x7734 0x7749	0x4F30	4f2f: b1        PUSH    BC
0x4F30	3	LXI	0x4F2F	0x4F33	4f30: 14 e8 03  LXI     BC,$03E8
0x4F33	1	CALT	0x4F30	0x0090 0x4F34	4f33: 88        CALT    ($0090)
0x4F34	1	POP	0x4F33	0x4F35	4f34: a1        POP     BC
0x4F35	1	RET	0x4F34		4f35: b8        RET
0x4F37	3	LXI	0x0207	0x4F3A	4f37: 24 96 4f  LXI     DE,$4F96
0x4F3A	3	CALL	0x4F37	0x4F3D 0x4F54	4f3a: 40 54 4f  CALL    $4F54
0x4F3D	2	STAW	0x4F3A	0x4F3F	4f3d: 63 00     STAW    VV:00
0x4F3F	3	LXI	0x4F3D	0x4F42	4f3f: 24 9f 4f  LXI     DE,$4F9F
0x4F42	3	CALL	0x4F3F	0x4F45 0x4F54	4f42: 40 54 4f  CALL    $4F54
0x4F45	2	STAW	0x4F42	0x4F47	4f45: 63 01     STAW    VV:01
0x4F47	3	ONI	0x4F45	0x4F4A 0x4F4D	4f47: 64 48 04  ONI     PA,$04
0x4F4A	3	ORIW	0x4F47	0x4F4D	4f4a: 15 01 01  ORIW    VV:01,$01
0x4F4D	3	ONI	0x4F47 0x4F4A	0x4F50 0x4F53	4f4d: 64 48 08  ONI     PA,$08
0x4F50	3	ORIW	0x4F4D	0x4F53	4f50: 15 01 02  ORIW    VV:01,$02
0x4F53	1	RET	0x4F4D 0x4F50		4f53: b8        RET
0x4F54	2	MVI	0x4F3A 0x4F42	0x4F56	4f54: 69 00     MVI     A,$00
0x4F56	2	MVI	0x4F54	0x4F58	4f56: 6a 07     MVI     B,$07
0x4F58	3	CALL	0x4F56	0x4F5B 0x508D	4f58: 40 8d 50  CALL    $508D
0x4F5B	2	GTI	0x4F58	0x4F5D 0x4F5F	4f5b: 27 45  GTI     A,$45
0x4F5D	2	MVI	0x4F5B	0x4F5F	4f5d: 69 00  MVI     A,$00
0x4F5F	2	MVI	0x4F5B 0x4F5D	0x4F61	4f5f: 69 04  MVI     A,$04
0x4F61	2	STAW	0x4F5F	0x4F63	4f61: 63 b2  STAW    VV:B2
0x4F63	2	MVI	0x4F61	0x4F65	4f63: 6b 00  MVI     C,$00
0x4F65	1	LDAX	0x4F63 0x4F94	0x4F66	4f65: 2a     LDAX    (DE)
0x4F66	2	EQI	0x4F65	0x4F68 0x4F69	4f66: 77 ff  EQI     A,$FF
0x4F68	1	JR	0x4F66	0x4F6B	4f68: c2     JR      $4F6B
0x4F69	1	MOV	0x4F66	0x4F6A	4f69: 0b     MOV     A,C
0x4F6A	1	RET	0x4F69		4f6a: b8     RET
0x4F6B	2	SLR	0x4F68	0x4F6D	4f6b: 48 23  SLR     C
0x4F6D	2	SLR	0x4F6B	0x4F6F	4f6d: 48 21  SLR     A
0x4F6F	2	SLR	0x4F6D	0x4F71	4f6f: 48 21  SLR     A
0x4F71	2	SLR	0x4F6F	0x4F73	4f71: 48 21  SLR     A
0x4F73	2	SLR	0x4F71	0x4F75	4f73: 48 21  SLR     A
0x4F75	1	MOV	0x4F73	0x4F76	4f75: 1a     MOV     B,A
0x4F76	1	LDAX	0x4F75	0x4F77	4f76: 2a        LDAX    (DE)
0x4F77	2	SLR	0x4F76	0x4F79	4f77: 48 21     SLR     A
0x4F79	2	SLR	0x4F77	0x4F7B	4f79: 48 21     SLR     A
0x4F7B	2	ANI	0x4F79	0x4F7D	4f7b: 07 03     ANI     A,$03
0x4F7D	3	LXI	0x4F7B	0x4F80	4f7d: 34 a6 4f  LXI     HL,$4FA6
0x4F80	1	LDAX	0x4F7D	0x4F81	4f80: ac        LDAX    (HL+A)
0x4F81	3	CALL	0x4F80	0x4F84 0x508D	4f81: 40 8d 50  CALL    $508D
0x4F84	1	MOV	0x4F81	0x4F85	4f84: 1a        MOV     B,A
0x4F85	1	LDAX	0x4F84	0x4F86	4f85: 2c        LDAX    (DE+)
0x4F86	2	ANI	0x4F85	0x4F88	4f86: 07 03     ANI     A,$03
0x4F88	3	ORAW	0x4F86	0x4F8B	4f88: 74 98 b2  ORAW    VV:B2
0x4F8B	3	LXI	0x4F88 0x4F96	0x4F8E	4f8b: 34 a9 4f  LXI     HL,$4FA9
0x4F8E	1	LDAX	0x4F8B	0x4F8F	4f8e: ac        LDAX    (HL+A)
0x4F8F	2	LTA	0x4F8E	0x4F91 0x4F94	4f8f: 60 ba     LTA     A,B
0x4F91	3	ORI	0x4F8F	0x4F94	4f91: 74 1b 80  ORI     C,$80
0x4F94	2	JRE	0x4F8F 0x4F91	0x4F65 0x4F96	4f94: 4f cf  JRE     $4F65
0x4F96	1	JR	0x4F94	0x4F8B	4f96: f4     JR      $4F8B
0x4FB1	2	MVI	0x020A 0x7875	0x4FB3	4fb1: 69 00     MVI     A,$00
0x4FB3	2	MVI	0x4FB1	0x4FB5	4fb3: 6a 07     MVI     B,$07
0x4FB5	3	CALL	0x4FB3	0x4FB8 0x506D	4fb5: 40 6d 50  CALL    $506D
0x4FB8	3	LXI	0x4FB5	0x4FBB	4fb8: 34 59 50  LXI     HL,$5059
0x4FBB	2	LDEAX	0x4FB8	0x4FBD	4fbb: 48 83     LDEAX   (HL)
0x4FBD	2	LTI	0x4FBB	0x4FBF 0x4FC0	4fbd: 37 aa     LTI     A,$AA
0x4FBF	1	JR	0x4FBD	0x4FD4	4fbf: d4        JR      $4FD4
0x4FC0	3	LXI	0x4FBD	0x4FC3	4fc0: 44 f8 ff  LXI     EA,$FFF8
0x4FC3	2	GTI	0x4FC0	0x4FC5 0x4FC6	4fc3: 27 49     GTI     A,$49
0x4FC5	1	JR	0x4FC3	0x4FD4	4fc5: ce        JR      $4FD4
0x4FC6	2	SUI	0x4FC3	0x4FC8	4fc6: 66 4a     SUI     A,$4A
0x4FC8	3	LXI	0x4FC6	0x4FCB	4fc8: 44 00 00  LXI     EA,$0000
0x4FCB	1	MOV	0x4FC8	0x4FCC	4fcb: 19     MOV     EAL,A
0x4FCC	2	MVI	0x4FCB	0x4FCE	4fcc: 69 06  MVI     A,$06
0x4FCE	2	DIV	0x4FCC	0x4FD0	4fce: 48 3d     DIV     A
0x4FD0	2	MVI	0x4FCE	0x4FD2	4fd0: 69 07     MVI     A,$07
0x4FD2	2	ESUB	0x4FD0	0x4FD4	4fd2: 70 61     ESUB    EA,A
0x4FD4	3	LXI	0x4FBF 0x4FC5 0x4FD2	0x4FD7	4fd4: 34 28 ee  LXI     HL,$EE28
0x4FD7	3	STEAX	0x4FD4	0x4FDA	4fd7: 48 9f 00  STEAX   (HL+$00)
0x4FDA	3	STEAX	0x4FD7	0x4FDD	4fda: 48 9f 02  STEAX   (HL+$02)
0x4FDD	3	STEAX	0x4FDA	0x4FE0	4fdd: 48 9f 08  STEAX   (HL+$08)
0x4FE0	2	MVI	0x4FDD	0x4FE2	4fe0: 69 00     MVI     A,$00
0x4FE2	2	MVI	0x4FE0	0x4FE4	4fe2: 6a 05     MVI     B,$05
0x4FE4	3	CALL	0x4FE2	0x4FE7 0x506D	4fe4: 40 6d 50  CALL    $506D
0x4FE7	3	LXI	0x4FE4	0x4FEA	4fe7: 34 5b 50  LXI     HL,$505B
0x4FEA	2	LDEAX	0x4FE7	0x4FEC	4fea: 48 83     LDEAX   (HL)
0x4FEC	2	LTI	0x4FEA	0x4FEE 0x4FEF	4fec: 37 f7     LTI     A,$F7
0x4FEE	1	JR	0x4FEC	0x5003	4fee: d4        JR      $5003
0x4FEF	3	LXI	0x4FEC	0x4FF2	4fef: 44 f4 ff  LXI     EA,$FFF4
0x4FF2	2	GTI	0x4FEF	0x4FF4 0x4FF5	4ff2: 27 06     GTI     A,$06
0x4FF4	1	JR	0x4FF2	0x5003	4ff4: ce        JR      $5003
0x4FF5	2	SUI	0x4FF2	0x4FF7	4ff5: 66 07     SUI     A,$07
0x4FF7	3	LXI	0x4FF5	0x4FFA	4ff7: 44 00 00  LXI     EA,$0000
0x4FFA	1	MOV	0x4FF7	0x4FFB	4ffa: 19     MOV     EAL,A
0x4FFB	2	MVI	0x4FFA	0x4FFD	4ffb: 69 0a  MVI     A,$0A
0x4FFD	2	DIV	0x4FFB	0x4FFF	4ffd: 48 3d     DIV     A
0x4FFF	2	MVI	0x4FFD	0x5001	4fff: 69 0b     MVI     A,$0B
0x5001	2	ESUB	0x4FFF	0x5003	5001: 70 61     ESUB    EA,A
0x5003	3	LXI	0x4FEE 0x4FF4 0x5001	0x5006	5003: 34 28 ee  LXI     HL,$EE28
0x5006	3	STEAX	0x5003	0x5009	5006: 48 9f 06  STEAX   (HL+$06)
0x5009	3	STEAX	0x5006	0x500C	5009: 48 9f 04  STEAX   (HL+$04)
0x500C	3	STEAX	0x5009	0x500F	500c: 48 9f 0a  STEAX   (HL+$0A)
0x500F	3	STEAX	0x500C	0x5012	500f: 48 9f 0c  STEAX   (HL+$0C)
0x5012	3	STEAX	0x500F	0x5015	5012: 48 9f 0e  STEAX   (HL+$0E)
0x5015	3	LXI	0x5012	0x5018	5015: 34 28 ee  LXI     HL,$EE28
0x5018	3	LXI	0x5015	0x501B	5018: 24 5d 50  LXI     DE,$505D
0x501B	2	MVI	0x5018	0x501D	501b: 69 03  MVI     A,$03
0x501D	2	LDEAX	0x501B 0x5056	0x501F	501d: 48 83     LDEAX   (HL)
0x501F	1	DMOV	0x501D	0x5020	501f: b5        DMOV    BC,EA
0x5020	2	LDEAX	0x501F	0x5022	5020: 48 84     LDEAX   (DE++)
0x5022	2	DADD	0x5020	0x5024	5022: 74 c5     DADD    EA,BC
0x5024	3	LXI	0x5022	0x5027	5024: 14 00 80  LXI     BC,$8000
0x5027	2	DON	0x5024	0x5029 0x502A	5027: 74 cd     DON     EA,BC
0x5029	1	JR	0x5027	0x5031	5029: c7        JR      $5031
